State Name,City Name,Year,Month,datetime,latitude,longitude,Road Type,Road Condition,Lighting Conditions,Weather Conditions,Traffic Control Presence,Driver Age,Driver Gender,driver_experience,Driver License Status,driver_speed_habit(km/h),Alcohol Involvement,Vehicle Type Involved,vehicle_condition,Accident Severity
Maharashtra,Nagpur,2020,September,25-03-2020 03:06,16.20889194,74.19619098,State Highway,Damaged,Dark,Foggy,Signs,38,Male,2 months,Valid,68,No,Bus,average,Minor
Telangana,Mahbubnagar,2022,April,12-06-2022 00:16,18.61248704,78.23428685,Village Road,Dry,Dark,Hazy,Police Checkpost,23,Male,10 months,Valid,86,Yes,Cycle,poor,Fatal
Haryana,Rohtak,2022,March,11-07-2022 15:51,27.79441322,76.63878759,National Highway,Wet,Dusk,Stormy,Signals,31,Male,7 yr,Valid,136,No,Two-Wheeler,bad,Minor
Jammu and Kashmir,Jammu-6,2021,January,09-01-2021 23:27,33.79906526,76.56554612,National Highway,Dry,Dawn,Foggy,Signals,42,Female,12 yr,Valid,64,No,Auto-Rickshaw,bad,Minor
Andhra Pradesh,North Port-16,2020,December,13-05-2020 13:40,16.5656793,83.86164384,State Highway,Wet,Dawn,Rainy,Police Checkpost,72,Female,10 yr,Valid,64,No,Bus,average,Serious
Haryana,East District-40,2020,October,18-06-2020 17:59,28.3002909,77.03562768,State Highway,Wet,Daylight,Stormy,Signals,44,Female,3 yr,Valid,138,No,Truck,average,Minor
Meghalaya,New Town-30,2019,July,06-02-2019 22:04,24.60850472,88.40000908,Urban Road,Under Construction,Dusk,Foggy,Police Checkpost,71,Male,10 months,Valid,145,Yes,Bus,medium,Minor
Maharashtra,Aurangabad-4,2021,January,22-01-2021 10:25,22.95368918,79.0106004,Urban Road,Dry,Dusk,Foggy,Signals,24,Female,14 yr,Valid,136,Yes,Car,poor,Fatal
Tamil Nadu,Coimbatore,2022,September,05-02-2022 00:07,9.92398899,79.03377524,Urban Road,Damaged,Dawn,Clear,Police Checkpost,36,Male,28 yr,Valid,141,No,Two-Wheeler,poor,Minor
Sikkim,New Town-23,2019,January,08-08-2019 23:45,24.36070932,86.40970701,Village Road,Dry,Daylight,Clear,Police Checkpost,19,Male,9 months,Valid,94,No,Cycle,bad,Serious
Haryana,Faridabad,2018,July,10-03-2018 09:51,29.82014183,76.31428978,State Highway,Damaged,Dawn,Clear,Police Checkpost,44,Male,9 months,Valid,124,Yes,Car,poor,Minor
Madhya Pradesh,Bhopal-15,2019,December,20-12-2019 06:32,22.96802251,79.01931092,National Highway,Damaged,Dawn,Clear,Police Checkpost,43,Female,3 yr,Expired,67,No,Bus,good,Minor
Telangana,Hyderabad,2020,October,04-05-2020 17:07,15.96821071,80.09808468,Village Road,Wet,Dusk,Hazy,Signals,59,Female,1 months,Valid,46,Yes,Pedestrian,average,Minor
Haryana,Hisar,2022,June,03-05-2022 14:37,27.54753675,76.95506652,Urban Road,Damaged,Dusk,Rainy,Signs,76,Female,22 yr,No license,58,No,Two-Wheeler,medium,Serious
Sikkim,East City-21,2023,July,20-02-2023 08:45,18.80259943,75.59819164,National Highway,Wet,Dark,Stormy,Signs,78,Male,18 yr,Valid,76,Yes,Pedestrian,average,Serious
Assam,Central District-25,2022,October,14-09-2022 04:58,29.13906102,91.4224146,Urban Road,Dry,Daylight,Clear,Signals,57,Male,20 yr,Valid,28,No,Two-Wheeler,average,Minor
Karnataka,West City-47,2020,May,17-05-2020 09:57,16.03730581,74.82989882,National Highway,Dry,Daylight,Foggy,Signs,45,Male,11 months,Valid,138,Yes,Cycle,poor,Fatal
Haryana,New City-38,2021,September,21-10-2021 18:52,29.76030445,77.22050065,State Highway,Dry,Dark,Foggy,Signs,34,Male,10 months,Valid,38,Yes,Pedestrian,poor,Minor
Chhattisgarh,West District-19,2019,March,14-07-2019 09:24,31.94680149,79.76269475,Urban Road,Wet,Dusk,Clear,Police Checkpost,39,Male,9 months,Valid,96,Yes,Truck,average,Serious
Jharkhand,Central Town-8,2022,April,04-08-2022 21:40,10.21494472,95.25321142,Village Road,Damaged,Dark,Stormy,Signals,80,Male,8 months,Valid,42,Yes,Car,medium,Serious
Madhya Pradesh,Gwalior,2019,September,18-07-2019 13:22,25.04612914,77.35364426,State Highway,Under Construction,Dark,Hazy,Signs,46,Female,1 months,Valid,128,Yes,Bus,poor,Serious
Telangana,East District-46,2022,July,17-09-2022 11:47,17.46538915,79.73435647,Urban Road,Wet,Dark,Rainy,Signs,18,Female,13 yr,No license,142,Yes,Car,medium,Serious
Puducherry,Puducherry-71,2018,July,05-07-2018 15:17,22.96350421,78.99036482,State Highway,Dry,Dawn,Hazy,Signs,58,Female,12 yr,Valid,80,Yes,Cycle,average,Minor
Haryana,North Town-23,2023,November,10-07-2023 18:13,28.13511649,77.35696667,National Highway,Wet,Daylight,Clear,Signs,23,Male,10 months,Valid,143,Yes,Two-Wheeler,good,Serious
Haryana,Karnal,2018,July,06-01-2018 20:50,27.44060225,77.06518715,National Highway,Damaged,Dark,Rainy,Police Checkpost,66,Male,30 yr,Valid,31,Yes,Bus,poor,Fatal
Uttarakhand,Nainital-9,2020,December,05-12-2020 12:16,23.04828201,78.98633901,Urban Road,Wet,Daylight,Stormy,Signals,18,Female,10 yr,Valid,86,No,Bus,bad,Minor
Goa,South Port-34,2020,December,30-03-2020 13:21,25.34151691,86.27270434,National Highway,Dry,Dark,Clear,Signals,55,Male,1 yr,Valid,13,Yes,Truck,medium,Minor
Tamil Nadu,Vellore,2020,April,03-02-2020 17:56,12.61066331,76.89598452,Urban Road,Dry,Dark,Clear,Signs,39,Female,2 months,Valid,81,No,Truck,bad,Fatal
Rajasthan,Udaipur,2023,October,30-01-2023 22:51,24.12120673,68.65946725,National Highway,Wet,Dawn,Stormy,Police Checkpost,41,Male,2 months,Valid,137,No,Truck,average,Fatal
Delhi,West City-25,2020,August,14-08-2020 14:03,21.29940675,94.73835977,National Highway,Wet,Dark,Hazy,Police Checkpost,21,Female,9 months,Valid,54,No,Truck,poor,Minor
Madhya Pradesh,Jabalpur,2021,April,15-05-2021 22:33,23.58904012,81.49511727,State Highway,Dry,Dark,Hazy,Police Checkpost,47,Male,7 months,Valid,145,Yes,Truck,average,Serious
Punjab,Amritsar,2023,December,11-09-2023 01:49,30.56518716,73.96653681,National Highway,Under Construction,Dusk,Foggy,Police Checkpost,58,Female,15 yr,Valid,102,No,Auto-Rickshaw,bad,Minor
Karnataka,Mangalore,2023,October,02-04-2023 07:01,12.55794447,75.81954682,Village Road,Dry,Daylight,Foggy,Police Checkpost,60,Female,14 yr,Valid,14,Yes,Cycle,medium,Minor
Andhra Pradesh,New District-4,2023,April,22-07-2023 07:59,14.3675238,83.92332518,Urban Road,Wet,Dark,Rainy,Signs,23,Male,5 months,Valid,113,Yes,Bus,bad,Minor
Madhya Pradesh,West District-30,2020,September,13-08-2020 03:43,24.37962793,82.27711135,Urban Road,Dry,Dark,Rainy,Signals,75,Male,4 months,Valid,90,Yes,Bus,average,Fatal
Madhya Pradesh,Ratlam,2023,October,22-06-2023 01:47,24.69862223,80.61607545,National Highway,Dry,Dawn,Stormy,Signs,22,Male,6 months,Expired,96,No,Car,medium,Serious
Uttarakhand,North District-33,2020,November,29-07-2020 10:11,25.27826818,81.62672279,State Highway,Dry,Daylight,Foggy,Police Checkpost,27,Male,3 months,Valid,146,No,Bus,bad,Serious
Karnataka,West Port-17,2019,February,03-01-2019 05:51,15.95277858,76.70588714,State Highway,Dry,Daylight,Rainy,Signals,26,Male,3 months,Valid,139,Yes,Auto-Rickshaw,poor,Minor
Andhra Pradesh,East Town-22,2023,July,28-08-2023 16:35,18.68128028,83.29138484,State Highway,Wet,Dusk,Stormy,Police Checkpost,30,Male,7 yr,Valid,72,Yes,Two-Wheeler,poor,Fatal
Tamil Nadu,Coimbatore,2019,December,09-01-2019 17:30,11.63421951,78.96362986,National Highway,Dry,Dark,Stormy,Police Checkpost,45,Male,8 months,Valid,60,Yes,Truck,poor,Serious
Himachal Pradesh,South City-48,2023,November,08-09-2023 13:48,28.1997477,86.26339923,National Highway,Dry,Dusk,Stormy,Police Checkpost,29,Female,10 yr,Valid,125,Yes,Car,medium,Fatal
Nagaland,Kohima-51,2023,December,14-12-2023 10:23,23.00239535,78.99276183,Urban Road,Under Construction,Dawn,Foggy,Police Checkpost,64,Male,7 yr,Valid,122,No,Pedestrian,good,Fatal
Goa,Panaji-21,2023,September,01-09-2023 12:05,22.98714054,79.01013412,Village Road,Damaged,Dark,Rainy,Signs,20,Male,9 months,Expired,40,No,Auto-Rickshaw,good,Minor
Rajasthan,Kota,2018,May,11-05-2018 06:58,23.52255369,72.62792881,Village Road,Wet,Dark,Rainy,Signs,47,Male,27 yr,Valid,16,Yes,Truck,good,Minor
Tamil Nadu,Chennai,2022,July,13-03-2022 14:46,13.25972219,76.84381608,Village Road,Dry,Daylight,Hazy,Police Checkpost,56,Female,17 yr,Valid,12,No,Truck,good,Fatal
Rajasthan,Alwar,2023,March,12-03-2023 22:46,24.46007371,76.77258689,State Highway,Wet,Dusk,Hazy,Signs,56,Male,13 yr,Valid,60,Yes,Two-Wheeler,good,Fatal
Karnataka,West District-14,2020,August,07-04-2020 23:52,16.60100023,75.01896411,National Highway,Dry,Dawn,Stormy,Police Checkpost,20,Male,28 yr,Valid,65,Yes,Cycle,poor,Serious
Telangana,Nizamabad,2020,July,03-07-2020 21:43,17.66289607,80.98557562,National Highway,Wet,Dawn,Hazy,Signs,21,Male,30 yr,Expired,82,Yes,Two-Wheeler,good,Minor
Chandigarh,New District-36,2021,August,24-08-2021 06:34,36.02348798,89.37316254,State Highway,Wet,Dark,Foggy,Police Checkpost,32,Female,5 months,Valid,19,Yes,Cycle,good,Minor
Sikkim,West Port-4,2021,May,29-12-2021 02:37,17.62545249,70.88944742,State Highway,Wet,Dusk,Clear,Signs,59,Male,5 months,Valid,70,Yes,Bus,bad,Minor
Nagaland,South District-2,2023,May,04-05-2023 13:37,10.17357379,82.88997798,Urban Road,Damaged,Dawn,Hazy,Signals,79,Male,4 months,Valid,59,No,Bus,poor,Minor
Himachal Pradesh,West City-27,2019,February,24-12-2019 13:20,9.36014831,74.4487926,Village Road,Dry,Dusk,Stormy,Signals,74,Male,5 months,Valid,131,Yes,Pedestrian,medium,Minor
Punjab,Patiala,2018,February,03-09-2018 02:28,30.64761541,74.72200104,Urban Road,Under Construction,Dark,Foggy,Police Checkpost,31,Female,5 months,Valid,10,Yes,Cycle,poor,Serious
Nagaland,Kohima-92,2021,June,21-06-2021 08:28,23.01847355,78.97234879,Village Road,Under Construction,Dusk,Hazy,Signs,23,Female,7 yr,No license,47,Yes,Truck,medium,Minor
Maharashtra,Amravati,2023,June,03-10-2023 05:05,17.95330902,73.00654246,Village Road,Wet,Dusk,Rainy,Signals,21,Male,10 months,Valid,88,No,Bus,poor,Serious
Uttar Pradesh,South Town-3,2020,May,05-03-2020 02:43,21.89294477,81.25866928,National Highway,Dry,Daylight,Hazy,Police Checkpost,18,Male,7 months,Valid,98,Yes,Cycle,good,Minor
Telangana,Hyderabad,2023,September,31-03-2023 05:14,16.90071222,81.04274992,National Highway,Under Construction,Daylight,Stormy,Signs,42,Female,6 months,Valid,91,Yes,Two-Wheeler,average,Minor
Maharashtra,Solapur,2020,September,27-10-2020 07:39,18.40070281,77.35248016,Urban Road,Wet,Dawn,Clear,Signals,42,Male,1 months,Expired,76,No,Cycle,average,Fatal
Telangana,Hyderabad-63,2018,October,06-10-2018 04:55,22.96796794,78.96631505,National Highway,Wet,Dawn,Foggy,Signals,63,Male,8 yr,Expired,26,No,Two-Wheeler,poor,Minor
Uttarakhand,North Town-40,2020,December,22-01-2020 03:55,10.89709401,85.99161706,National Highway,Under Construction,Daylight,Rainy,Signs,49,Male,10 months,Valid,136,Yes,Truck,bad,Minor
Telangana,Hyderabad-89,2018,June,26-06-2018 07:38,22.96839261,79.01983597,National Highway,Wet,Dark,Foggy,Police Checkpost,46,Male,8 yr,No license,121,Yes,Cycle,good,Serious
Madhya Pradesh,Sagar,2019,May,04-12-2019 08:21,22.2079756,79.64603297,Urban Road,Dry,Dusk,Foggy,Signals,28,Male,11 months,Valid,145,Yes,Bus,poor,Serious
Madhya Pradesh,Ratlam,2023,January,23-09-2023 07:22,21.29030514,82.78386606,Village Road,Under Construction,Daylight,Clear,Signs,47,Female,1 months,No license,69,Yes,Cycle,good,Fatal
Assam,Guwahati-14,2023,March,25-03-2023 02:18,23.00123774,79.04457888,State Highway,Under Construction,Dark,Rainy,Signs,55,Male,14 yr,Valid,49,No,Car,good,Serious
Manipur,West Port-17,2020,August,23-04-2020 11:47,19.37902167,87.36465108,National Highway,Dry,Daylight,Rainy,Signs,27,Female,3 months,Valid,98,No,Bus,bad,Minor
Jharkhand,New District-35,2022,December,30-09-2022 20:11,34.36100499,85.02630627,Village Road,Damaged,Dawn,Clear,Signals,33,Female,30 yr,Valid,50,Yes,Cycle,medium,Minor
Kerala,North City-29,2020,May,29-02-2020 23:04,10.09031127,71.52165231,Urban Road,Dry,Daylight,Stormy,Signs,73,Male,7 months,Valid,149,No,Truck,bad,Fatal
West Bengal,Central City-17,2020,July,10-03-2020 16:27,16.3333434,93.74922542,Village Road,Dry,Dawn,Rainy,Signals,74,Female,12 yr,Valid,124,No,Cycle,poor,Minor
Kerala,Kozhikode-16,2023,March,02-03-2023 02:43,22.9728845,78.98419119,National Highway,Damaged,Daylight,Clear,Signals,38,Male,2 months,Valid,109,Yes,Bus,medium,Minor
Manipur,Central Port-14,2022,January,12-03-2022 01:41,13.53929239,68.68753727,Urban Road,Wet,Daylight,Hazy,Police Checkpost,37,Male,9 yr,Valid,126,No,Cycle,poor,Minor
Maharashtra,Mumbai,2022,February,14-08-2022 11:55,18.28584836,78.00551164,State Highway,Wet,Dawn,Foggy,Police Checkpost,75,Male,15 yr,Valid,98,No,Cycle,bad,Minor
Andhra Pradesh,Nellore,2023,November,08-11-2023 10:15,12.9520032,81.72139257,National Highway,Under Construction,Daylight,Stormy,Police Checkpost,52,Female,29 yr,Valid,102,No,Pedestrian,poor,Fatal
Madhya Pradesh,Sagar,2019,July,27-07-2019 23:52,24.59019631,82.59563181,National Highway,Damaged,Daylight,Clear,Signals,73,Male,30 yr,Expired,148,Yes,Auto-Rickshaw,bad,Serious
Puducherry,New Port-37,2022,October,16-06-2022 03:42,9.95959209,75.56499609,Urban Road,Dry,Daylight,Stormy,Signals,34,Male,9 yr,Valid,69,Yes,Two-Wheeler,average,Minor
Arunachal Pradesh,Central City-28,2021,September,07-08-2021 09:55,21.88881025,87.81330357,Urban Road,Dry,Dusk,Rainy,Signals,41,Male,28 yr,Expired,77,Yes,Truck,medium,Fatal
Punjab,Chandigarh,2018,February,16-03-2018 17:01,32.39414044,74.62700813,National Highway,Dry,Dark,Rainy,Signals,67,Male,6 yr,Valid,87,Yes,Cycle,poor,Minor
Telangana,West District-42,2022,January,12-01-2022 20:15,15.50818642,78.91102626,Urban Road,Damaged,Dawn,Hazy,Police Checkpost,74,Male,8 months,Valid,55,Yes,Truck,medium,Fatal
Telangana,Hyderabad,2022,July,31-07-2022 02:30,15.57909903,79.23003167,National Highway,Dry,Dusk,Clear,Police Checkpost,32,Female,3 months,No license,47,Yes,Truck,medium,Minor
Maharashtra,North Town-14,2020,June,13-08-2020 11:12,20.2987349,78.06253212,National Highway,Damaged,Dark,Rainy,Signs,48,Male,10 months,Valid,26,No,Two-Wheeler,good,Serious
Telangana,Khammam,2023,January,03-01-2023 07:40,18.05092891,81.526724,National Highway,Under Construction,Daylight,Stormy,Signals,52,Male,3 months,Valid,75,No,Bus,poor,Fatal
Madhya Pradesh,Jabalpur,2018,January,30-12-2018 17:29,22.09524101,74.25313848,State Highway,Dry,Daylight,Stormy,Police Checkpost,28,Female,9 yr,Valid,45,No,Two-Wheeler,good,Serious
West Bengal,Malda,2018,June,24-06-2018 20:12,23.01034842,79.01414812,State Highway,Under Construction,Dawn,Rainy,Police Checkpost,53,Male,3 yr,Expired,83,Yes,Bus,good,Minor
Arunachal Pradesh,East District-26,2018,July,24-10-2018 05:02,25.98361159,95.79574596,State Highway,Dry,Dark,Clear,Signals,48,Female,4 months,Valid,16,Yes,Two-Wheeler,good,Minor
Madhya Pradesh,South District-34,2018,February,02-10-2018 09:11,24.01110843,78.42260779,State Highway,Dry,Dusk,Stormy,Police Checkpost,77,Female,29 yr,Valid,25,No,Pedestrian,bad,Serious
Maharashtra,Nagpur,2022,January,02-04-2022 22:24,15.8674022,78.43356899,National Highway,Dry,Daylight,Rainy,Police Checkpost,65,Male,5 months,Valid,23,Yes,Two-Wheeler,bad,Fatal
Tamil Nadu,Tiruchirappalli,2018,November,16-12-2018 17:10,12.54284227,77.12898173,Urban Road,Wet,Dark,Clear,Signs,60,Male,24 yr,Valid,89,No,Two-Wheeler,average,Minor
Punjab,Amritsar,2020,March,17-01-2020 18:11,31.28305303,76.35646628,National Highway,Wet,Dusk,Rainy,Signals,41,Female,2 months,Valid,34,No,Bus,good,Minor
Gujarat,Junagadh,2021,September,13-11-2021 00:51,23.73860252,73.7571616,Urban Road,Dry,Dusk,Clear,Signs,78,Female,10 months,Valid,114,No,Two-Wheeler,average,Minor
Gujarat,Rajkot,2021,October,26-08-2021 02:36,22.36612875,73.25970004,Urban Road,Wet,Dawn,Clear,Police Checkpost,79,Male,4 months,Valid,13,No,Two-Wheeler,good,Minor
Bihar,Muzaffarpur-4,2020,December,19-12-2020 05:34,22.99030078,78.98513554,Urban Road,Wet,Daylight,Hazy,Police Checkpost,40,Female,4 months,Expired,136,No,Cycle,good,Minor
Sikkim,East Town-45,2019,March,24-11-2019 20:55,28.42241976,68.66186551,Village Road,Dry,Dusk,Foggy,Signals,30,Female,24 yr,Valid,65,Yes,Two-Wheeler,medium,Serious
Gujarat,Vadodara,2023,January,23-04-2023 11:44,22.01549502,70.52670067,National Highway,Wet,Daylight,Foggy,Signs,61,Female,12 yr,Valid,15,Yes,Bus,poor,Minor
Uttar Pradesh,Prayagraj-4,2020,May,24-05-2020 03:23,26.86758399,80.98137953,Village Road,Wet,Daylight,Foggy,Signs,49,Female,11 yr,No license,138,No,Two-Wheeler,average,Minor
Haryana,Central Port-23,2018,April,04-11-2018 03:51,27.84294165,77.20678117,National Highway,Wet,Dark,Stormy,Police Checkpost,33,Female,5 yr,Valid,138,No,Bus,bad,Serious
Punjab,Amritsar,2020,July,10-08-2020 16:14,31.35531705,73.92290553,Village Road,Damaged,Dusk,Stormy,Signals,26,Male,8 yr,Valid,124,Yes,Bus,bad,Minor
Haryana,Panipat,2020,November,22-11-2020 12:33,27.64959197,76.47837534,Urban Road,Damaged,Dawn,Stormy,Signals,78,Male,3 months,Valid,66,Yes,Truck,bad,Minor
Telangana,Karimnagar,2023,March,16-01-2023 22:35,17.19350436,79.2780932,Village Road,Wet,Dawn,Clear,Signs,56,Male,29 yr,Valid,74,Yes,Two-Wheeler,medium,Minor
Nagaland,North City-24,2023,January,14-09-2023 22:09,14.6002529,90.70612423,Urban Road,Wet,Dark,Foggy,Signs,29,Male,8 yr,Valid,74,No,Cycle,good,Fatal
Nagaland,Kohima-82,2020,August,20-08-2020 18:16,23.00007701,79.00434623,National Highway,Dry,Dawn,Clear,Signs,47,Male,8 months,Valid,112,Yes,Bus,poor,Minor
Uttar Pradesh,East District-39,2019,July,11-04-2019 14:37,23.50529476,77.49373189,National Highway,Wet,Dark,Clear,Signs,66,Female,15 yr,Expired,30,Yes,Car,medium,Fatal
Telangana,Mahbubnagar,2023,February,19-02-2023 06:34,17.82146304,80.6331229,State Highway,Dry,Dawn,Clear,Signals,21,Male,2 yr,Valid,42,No,Truck,average,Fatal
Puducherry,Puducherry-8,2019,November,14-11-2019 21:57,22.95778065,78.95548229,National Highway,Damaged,Dark,Rainy,Police Checkpost,42,Male,1 months,Valid,31,Yes,Car,good,Minor
Madhya Pradesh,Bhopal-6,2018,August,01-08-2018 11:19,23.02070316,78.99098163,Urban Road,Dry,Daylight,Hazy,Signals,63,Female,10 yr,Valid,119,Yes,Cycle,poor,Minor
Bihar,South Town-21,2018,November,07-05-2018 04:29,20.34702273,82.77158495,State Highway,Wet,Dusk,Stormy,Police Checkpost,43,Female,11 months,Expired,13,Yes,Truck,bad,Minor
Telangana,Mahbubnagar,2019,August,07-02-2019 14:09,17.68863841,78.72491378,Urban Road,Dry,Dark,Hazy,Police Checkpost,34,Male,6 yr,Expired,149,No,Two-Wheeler,good,Minor
Punjab,Amritsar,2021,March,02-10-2021 12:33,30.00574429,75.56838594,State Highway,Wet,Daylight,Foggy,Signs,41,Male,2 months,Valid,83,Yes,Bus,bad,Serious
Delhi,Central Port-40,2022,February,26-02-2022 12:28,31.39313593,90.0684298,Village Road,Under Construction,Dusk,Clear,Police Checkpost,54,Male,25 yr,Expired,128,No,Cycle,average,Fatal
Andhra Pradesh,South District-45,2021,May,08-02-2021 15:33,17.40647206,77.61973475,National Highway,Dry,Dark,Hazy,Police Checkpost,57,Male,5 yr,Valid,102,Yes,Pedestrian,average,Serious
Manipur,North City-28,2020,September,04-09-2020 22:24,10.43175446,79.99955563,Urban Road,Wet,Dark,Stormy,Signals,37,Male,24 yr,Valid,74,Yes,Bus,average,Serious
Maharashtra,East District-34,2022,June,11-06-2022 05:51,20.10769237,74.22319983,State Highway,Under Construction,Dark,Stormy,Police Checkpost,28,Female,11 yr,Valid,74,No,Bus,poor,Serious
Gujarat,Bharuch,2022,June,17-03-2022 05:57,23.8645973,70.17733908,State Highway,Dry,Dusk,Clear,Signs,30,Female,4 yr,Valid,19,No,Truck,average,Minor
Andhra Pradesh,Nellore-13,2022,December,13-12-2022 21:42,22.98244311,79.04892117,National Highway,Dry,Dusk,Hazy,Signs,59,Male,8 yr,Valid,56,No,Auto-Rickshaw,medium,Minor
Maharashtra,Nashik,2020,February,30-04-2020 17:48,16.87695867,73.97543887,State Highway,Wet,Dawn,Clear,Signals,35,Female,29 yr,Valid,75,No,Cycle,medium,Minor
Delhi,Dwarka-9,2018,October,01-10-2018 01:09,23.03071007,78.97073633,State Highway,Damaged,Dusk,Hazy,Signals,22,Male,6 yr,Valid,58,Yes,Cycle,good,Minor
Manipur,South Port-22,2023,January,08-09-2023 13:38,12.11054248,78.789035,State Highway,Wet,Daylight,Clear,Police Checkpost,58,Male,9 yr,No license,31,Yes,Bus,bad,Minor
Gujarat,Rajkot,2018,December,04-12-2018 02:04,20.80945423,70.34281517,Village Road,Wet,Daylight,Foggy,Signs,41,Female,22 yr,Valid,95,Yes,Bus,medium,Fatal
Kerala,Kochi-24,2021,September,21-09-2021 21:12,23.04984572,79.03327087,Urban Road,Dry,Dusk,Clear,Police Checkpost,53,Female,5 months,Valid,35,Yes,Pedestrian,good,Minor
Nagaland,Kohima-2,2018,July,07-07-2018 09:17,23.04895592,79.04726363,Urban Road,Damaged,Dawn,Stormy,Signs,37,Male,12 yr,Valid,146,No,Auto-Rickshaw,average,Minor
Andhra Pradesh,North City-39,2020,December,03-01-2020 01:10,13.03152241,80.36360115,National Highway,Dry,Dusk,Clear,Signs,31,Male,8 yr,Valid,104,No,Two-Wheeler,average,Minor
Rajasthan,Jodhpur,2021,August,13-01-2021 05:44,35.28974221,76.92177723,National Highway,Dry,Dusk,Hazy,Signs,26,Male,11 yr,No license,116,Yes,Bus,medium,Minor
Andhra Pradesh,Visakhapatnam-18,2023,November,17-11-2023 12:58,22.98412293,79.00421563,State Highway,Damaged,Dark,Clear,Police Checkpost,55,Female,5 months,Expired,143,Yes,Auto-Rickshaw,bad,Minor
Punjab,Amritsar-20,2018,September,09-09-2018 19:22,22.95461909,78.95751058,State Highway,Damaged,Dark,Hazy,Signs,70,Male,4 months,Valid,23,Yes,Truck,poor,Serious
Telangana,Hyderabad,2023,February,11-04-2023 14:16,15.95678107,79.89902804,National Highway,Dry,Dusk,Foggy,Signals,69,Female,9 months,Expired,80,Yes,Bus,good,Serious
Andhra Pradesh,Visakhapatnam,2021,July,10-09-2021 15:20,16.37525585,80.6063216,Village Road,Wet,Dark,Hazy,Police Checkpost,57,Female,24 yr,Valid,84,No,Two-Wheeler,medium,Minor
Odisha,North Town-24,2021,April,28-03-2021 23:28,24.49061761,83.1798519,Urban Road,Wet,Dawn,Hazy,Police Checkpost,49,Female,10 yr,Valid,129,Yes,Pedestrian,poor,Fatal
Uttarakhand,New Port-21,2022,October,09-02-2022 01:34,15.7920778,90.05846499,National Highway,Dry,Dawn,Foggy,Signals,47,Female,2 months,Valid,121,Yes,Pedestrian,good,Minor
